Domain,Volume ID in Gutenberg,Volume ID in HathiTrust,Pubdate in HathiTrust,Volume Title in HathiTrust,Volume Title in Gutenberg,Author
Fiction,18945,nyp.33433074847900,1922,Robin / by Frances Hodgson Burnett.,Robin,"Burnett, Frances Hodgson"
Fiction,18950,uc1.$b298846,1916,"The short cut, by Jackson Gregory.  With illus. by Frank Tenney Johnson.",The Short Cut,"Gregory, Jackson"
Fiction,18957,nyp.33433074936315,1895,Strangers at Lisconnel : A second series of Irish idylls / By Jane Barlow.,Strangers at Lisconnel,"Barlow, Jane"
Fiction,18958,njp.32101064791492,1857,The brother clerks : a tale of New Orleans / by Xariffa.,The Brother Clerks: A Tale of New-Orleans,"Townsend, Mary Ashley"
Fiction,18964,osu.32435050516814,1916,Wolf breed; with frontispiece in color by Frank Tenney Johnson.,Wolf Breed,"Gregory, Jackson"
Fiction,18965,osu.32435018001602,1911,The substitute prisoner / by Max Marcin; illustrated.,The Substitute Prisoner,"Marcin, Max"
Fiction,18984,uc2.ark+=13960=t9c53gk0z,1902,The Starbucks; a new novel by Opie Read ...,The Starbucks,"Read, Opie Percival"
Fiction,18991,nyp.33433074856638,1900,The late Miss Hollingford / by Rosa Mulholland.,The Late Miss Hollingford,"Gilbert, Rosa M. (Rosa Mulholland)"
Fiction,19010,hvd.hn1vtb,1904,"The admirable Tinker, child of the world, by Edgar Jepson.",The Admirable Tinker: Child of the World,"Jepson, Edgar"
Fiction,19011,hvd.hnjxvl,1896,Charlotte Brontë and her circle / by Clement K. Shorter.,Charlotte Brontë and Her Circle,"Shorter, Clement King"
Fiction,19012,uc1.$b244908,1911,The two-gun man / by Charles Alden Seltzer.,The Two-Gun Man,"Seltzer, Charles Alden"
Fiction,19020,coo1.ark+=13960=t75t4632v,1900,"The Danvers jewels ; and, Sir Charles Danvers / by Mary Cholmondeley.","The Danvers Jewels, and Sir Charles Danvers","Cholmondeley, Mary"
Fiction,19023,nyp.33433112014836,1903,A daughter of the Sioux : a tale of the Indian frontier / by Charles King ; ill. by Frederic Remington and Edwin Willard Deming.,A Daughter of the Sioux: A Tale of the Indian frontier,"King, Charles"
Fiction,19026,uc1.$b312502,1915,The boss of the Lazy Y / by Charles Alden Seltzer ; illustrations by J. Allen St. John.,The Boss of the Lazy Y,"Seltzer, Charles Alden"
Fiction,19043,uc2.ark+=13960=t9x060f74,1913,The terrible twins / by Edgar Jepson ; with illustrations by Hanson Booth.,The Terrible Twins,"Jepson, Edgar"
Fiction,19055,uc2.ark+=13960=t40r9r189,1915,Steve Yeager / by William MacLeod Raine.,Steve Yeager,"Raine, William MacLeod"
Fiction,19064,hvd.hn5m6d,1917,The Triumph of John Kars : a story of the Yukon / by Ridgwell Cullum.,The Triumph of John Kars: A Story of the Yukon,"Cullum, Ridgwell"
Fiction,19069,wu.89014293799,1899,The silent house in Pimlico : a detective story / by Fergus Hume.,The Silent House,"Hume, Fergus"
Fiction,19085,mdp.39015018647829,1912,"The prelude to adventure,",The Prelude to Adventure,"Walpole, Hugh"
Fiction,19089,hvd.hn5l1s,1919,A pagan of the hills / by Charles Neville Buck ... ; frontispiece by George W. Gage.,A Pagan of the Hills,"Buck, Charles Neville"
Fiction,19107,mdp.39015059420359,1896,"An Arkansas planter, by Opie Read ... Cover and illustrations by W. W. Denslow and Ike Morgan.",An Arkansas Planter,"Read, Opie Percival"
Fiction,19113,uc1.b3322438,1910,"The emigrant trail, by Geraldine Bonner.",The Emigrant Trail,"Bonner, Geraldine"
Fiction,19129,osu.32435018116269,1922,The she boss : a western story / by Arthur Preston Hankins.,The She Boss: A Western Story,"Hankins, Arthur Preston"
Fiction,19146,uc2.ark+=13960=fk9g44j925,1884,"The entailed hat; or, Patty Cannon's times, a romance by George Alfred Townsend ""Gath.""","The Entailed Hat; Or, Patty Cannon's Times","Townsend, George Alfred"
Fiction,19148,nyp.33433076024532,1902,The henchman / by Mark Lee Luther.,The Henchman,"Luther, Mark Lee"
Fiction,19166,umn.31951002065782g,1920,"The Quirt, by B. M. Bower [pseud.] with frontispiece by Anton Otto Fischer.",The Quirt,"Bower, B. M."
Fiction,19204,hvd.hxdm39,1919,"Lady Larkspur, by Meredith Nicholson.",Lady Larkspur,"Nicholson, Meredith"
Fiction,19225,osu.32435012949954,1911,Joyce of the north woods / by Harriet T. Comstock ...illustrated by John Cassel.,Joyce of the North Woods,"Comstock, Harriet T. (Harriet Theresa)"
Fiction,19272,nyp.33433074812037,1910,"The early bird; a business man's love story, by George Randolph Chester ... with illustrations by Arthur William Brown.",The Early Bird: A Business Man's Love Story,"Chester, George Randolph"
Fiction,19310,hvd.hn1vt9,1915,"Happy Pollyooly, the rich little poor girl, by Edgar Jepson ... with illustrations by Reginald Birch.",Happy Pollyooly: The Rich Little Poor Girl,"Jepson, Edgar"
Fiction,19330,uc1.31175031285946,1903,An Apache princess : a tale of the Indian frontier / by Charles King ; illustrations by Frederic Remington and Edwin Willard Deming.,An Apache Princess: A Tale of the Indian Frontier,"King, Charles"
Fiction,19341,hvd.hwkypy,1917,A maker of history / E. Phillips Oppenheim,A Maker of History,"Oppenheim, E. Phillips (Edward Phillips)"
Fiction,19343,nyp.33433076025588,1895,The making of Mary / by Jean Forsyth.,The Making of Mary,"McIlwraith, Jean N. (Jean Newton)"
Fiction,19371,uc2.ark+=13960=t9c53gw00,1917,The forfeit / by Ridgwell Cullum.,The Forfeit,"Cullum, Ridgwell"
Fiction,19388,wu.89004700936,1919,"The sagebrusher; a story of the West, by Emerson Hough, illustrated by J. Henry.",The Sagebrusher: A Story of the West,"Hough, Emerson"
Fiction,19436,hvd.hn3nba,1916,"The fifth wheel; a novel, by Olive Higgins Prouty ... with four illustrations by James Montgomery Flagg.",The Fifth Wheel: A Novel,"Prouty, Olive Higgins"
Fiction,19459,wu.89082402553,1904,Born again ...,Born Again,"Lawson, Alfred W. (Alfred William)"
Fiction,19476,osu.32435073794844,1901,A honeymoon in space / by George Griffith ; illustrated by Stanley Wood and Harold Piffard.,A Honeymoon in Space,"Griffith, George Chetwynd"
Fiction,19485,inu.30000011866302,1911,The long night / by Stanley Weyman.,The Long Night,"Weyman, Stanley John"
Fiction,19491,hvd.hwk9w4,1913,The way of ambition / by Rbert Hichens ; with a frontispiece in color and four illustrations in black-and-white by J. H. Gardner Soper.,The Way of Ambition,"Hichens, Robert"
Fiction,19500,uc1.ax0002488799,1871,Can you forgive her?.,Can You Forgive Her?,"Trollope, Anthony"
Fiction,19510,osu.32435017781683,1914,North of fifty-three / by Bertrand W. Sinclair ... ; with illustrations by Anton Otto Fischer.,North of Fifty-Three,"Sinclair, Bertrand W."
Fiction,19512,umn.31951001998883u,1880,"Kate Danton, or, Captain Danton's daughters : a novel.","Kate Danton, or, Captain Danton's Daughters: A Novel","Fleming, May Agnes"
Fiction,19523,nyp.33433112007509,1909,A husband by proxy / by Jack Steele.,A Husband by Proxy,"Steele, Jack"
Fiction,19527,uc1.$b243867,1917,"The Yukon trail; a tale of the North, by William MacLeod Raine; with illustrations by George Ellis Wolfe.",The Yukon Trail: A Tale of the North,"Raine, William MacLeod"
Fiction,19562,hvd.hn3113,1867,Napoleon and the Queen of Prussia : an historical novel / by L. Mühlbach [pseud.] ; Translated from the German by F. Jordan.,Napoleon and the Queen of Prussia,"Mühlbach, L. (Luise)"
Fiction,19586,nyp.33433074852843,1912,The Simpkins plot / by G.A. Birmingham.,The Simpkins Plot,"Birmingham, George A."
Fiction,19593,uc1.c051384255,1897,"The third violet, by Stephen Crane.",The Third Violet,"Crane, Stephen"
Fiction,19614,coo1.ark+=13960=t1xd1fh21,1916,"The dark forest, by Hugh Walpole ...",The Dark Forest,"Walpole, Hugh"
Fiction,19645,uc1.$b156374,1896,Under the trees and elsewhere / by Hamilton Wright Mabie.,Under the Trees and Elsewhere,"Mabie, Hamilton Wright"
Fiction,19649,uiug.30112003175442,1906,The captain of the Kansas / by Louis Tracy.,The Captain of the Kansas,"Tracy, Louis"
Fiction,19672,hvd.hn1int,1914,The Holladay case; a tale.,The Holladay Case: A Tale,"Stevenson, Burton Egbert"
Fiction,19695,uc1.$b298882,1919,Forty-one thieves; a tale of California [by] Angelo Hall.,Forty-one Thieves: A Tale of California,"Hall, Angelo"
Fiction,19697,uc1.31175034928419,1910,By what authority?,By What Authority?,"Benson, Robert Hugh"
Fiction,19703,uc2.ark+=13960=fk9668949w,1881,"Madame Delphine, by george W. Cable.",Madame Delphine,"Cable, George Washington"
Fiction,19707,nyp.33433075768832,1912,One wonderful night : a romance of New York / by Louis Tracy.,One Wonderful Night: A Romance of New York,"Tracy, Louis"
Fiction,19708,nyp.33433112002674,1881,"Cape Cod folks, a novel.",Cape Cod Folks,"Greene, Sarah Pratt McLean"
Fiction,19735,hvd.hxdjn9,1907,"Phantom wires; a novel, by Arthur Stringer, illustrated by Arthur William Brown.",Phantom Wires: A Novel,"Stringer, Arthur"
Fiction,19752,hvd.hwkaeh,1900,"Quisanté, a novel, by Anthony Hope [pseud.]",Quisanté,"Hope, Anthony"
Fiction,19753,mdp.39015024870811,1913,"The youth of Goethe, by P. Hume Brown.",The Youth of Goethe,"Brown, Peter Hume"
Fiction,19754,hvd.hw39s7,1863,Debit and credit / translated from the German of Gustav Freytag by L. C. C. ; with a preface by Christian Charles Josias Bunsen.,Debit and Credit: Translated from the German of Gustav Freytag,"Freytag, Gustav"
Fiction,19771,uc2.ark+=13960=t2s46nz30,1845,Henrietta Temple: a love story.,Henrietta Temple: A Love Story,"Disraeli, Benjamin, Earl of Beaconsfield"
Fiction,19798,hvd.hw2bpm,1900,The Farringdons / by Ellen Thorneycroft Fowler.,The Farringdons,"Fowler, Ellen Thorneycroft"
Fiction,19806,uc1.b4102926,1918,"Everyman's land, by C. N. & A. M. Williamson ...",Everyman's Land,"Williamson, C. N. (Charles Norris)"
Fiction,19818,hvd.hn1vgr,1910,Dixie Hart.,Dixie Hart,"Harben, Will N. (Will Nathaniel)"
Fiction,19869,hvd.hn1pum,1911,While Caroline was growing / by Josephine Daskam Bacon ; illustrated.,While Caroline Was Growing,"Bacon, Josephine Daskam"
Fiction,19901,uiug.30112056542977,1909,The castle of the shadows / by Mrs. C.N. Williamson.,The Castle Of The Shadows,"Williamson, A. M. (Alice Muriel)"
Fiction,19928,osu.32435018254508,1890,"Sunset Pass, or, Running the gauntlet through Apache land / by Charles King.","Sunset Pass; or, Running the Gauntlet Through Apache Land","King, Charles"
Fiction,19943,uc2.ark+=13960=t3zs2mv33,1913,The Hippodrome / by Rachel Hayward.,The Hippodrome,"Hayward, Rachel"
Fiction,19946,coo1.ark+=13960=t49p3md4g,1920,Villa Elsa : a story of German family life / by Stuart Henry.,Villa Elsa: A Story of German Family Life,"Henry, Stuart Oliver"
Fiction,19968,umn.31951002100231z,1922,A busy year at the old squire's.,A Busy Year at the Old Squire's,"Stephens, C. A. (Charles Asbury)"
Fiction,19970,nyp.33433074846753,1920,Son of power / by Will Levington Comfort and Zamin Ki Dost.,Son of Power,"Comfort, Will Levington"
Fiction,20004,hvd.32044004550398,1900,"Tancred, or The new crusade.","Tancred; Or, The New Crusade","Disraeli, Benjamin, Earl of Beaconsfield"
Fiction,20015,uva.x000315004,1910,The child of pleasure / tr. from the Italian of Gabriel d'Annunzio by Georgina Harding ; the verses tr. and an introduction by Arthur Symons.,The Child of Pleasure,"D'Annunzio, Gabriele"
Fiction,20018,nyp.33433076024714,1852,"Evenings at Donaldson Manor; or, The Christmas guest. By Maria J. McIntosh ...","Evenings at Donaldson Manor; Or, The Christmas Guest","McIntosh, Maria J. (Maria Jane)"
Fiction,20031,mdp.39015073486428,1887,A final reckoning : a tale of bush life in Australia / by G.A. Henty ; illustrations by W.B. Wollen.,A Final Reckoning: A Tale of Bush Life in Australia,"Henty, G. A. (George Alfred)"
Fiction,20033,nyp.33433076047608,1921,"Quin, by Alice Hegan Rice.",Quin,"Rice, Alice Caldwell Hegan"
Fiction,20054,nyp.33433074862271,1895,"The mermaid; a love tale, by L. Dougall...",The Mermaid: A Love Tale,"Dougall, L. (Lily)"
Fiction,20057,umn.31951002314522k,1900,Pocket Island : a story of country life in New England.,Pocket Island: A Story of Country Life in New England,"Munn, Charles Clark"
Fiction,20058,ien.35556007064132,1912,"The Napoleon of Notting Hill, by Gilbert K. Chesterton, with seven illustrations by William Graham Robertson, and a map of the seat of war.",The Napoleon of Notting Hill,"Chesterton, G. K. (Gilbert Keith)"
Fiction,20076,hvd.hn1qq1,1917,Rimrock Jones / by Dane Coolidge ; illustrations by George W. Gage.,Rimrock Jones,"Coolidge, Dane"
Fiction,20082,hvd.hn3k7h,1898,Warrior gap : a story of the Sioux outbreak of '68 / by Captain Charles King.,Warrior Gap: A Story of the Sioux Outbreak of '68.,"King, Charles"
Fiction,20084,hvd.hn1jdc,1919,The beach of dreams; a romance.,The Beach of Dreams: A Romance,"Stacpoole, H. De Vere (Henry De Vere)"
Fiction,20101,uc1.31175031206561,1896,Under fire / by Charles King ; with illustrations by C.B. Cox.,Under Fire,"King, Charles"
Fiction,20104,osu.32435008804999,1921,The cross-cut. Frontispiece by George W. Gage.,The Cross-Cut,"Cooper, Courtney Ryley"
Fiction,20122,uc1.$b317921,1894,The queen's necklace / By Alexandre Dumas.,The Queen's Necklace,"Dumas, Alexandre"
Fiction,20131,uva.x030751270,1913,"The mask; a story of love and adventure,",The Mask: A Story of Love and Adventure,"Hornblow, Arthur"
Fiction,20152,hvd.hn1cug,1919,The winning clue / by James Hay.,The Winning Clue,"Hay, James"
Fiction,20155,uc1.$b236107,1922,The white desert / by Courtney Ryley Cooper ; frontispiece by Anton Otto Fischer.,The White Desert,"Cooper, Courtney Ryley"
Fiction,20173,uc1.31175035207920,1897,The romance of Golden Star ... / by George Griffith ; illustrated by Alfred Pearse.,The Romance of Golden Star ...,"Griffith, George Chetwynd"
Fiction,20198,mdp.39015063524790,1914,"Lavengro, the scholar, the gypsy, the priest, by George Borrow, with twelve illustrations in colour by Edmund J. Sullivan.",Lavengro: the Scholar - the Gypsy - the Priest,"Borrow, George"
Fiction,20219,hvd.hxdlf1,1904,The lion's brood / by Duffield Osborne.,The Lion's Brood,"Osborne, Duffield"
Fiction,20230,nyp.33433076046170,1922,Jane journeys on / by Ruth Comfort Mitchell.,Jane Journeys On,"Mitchell, Ruth Comfort"
Fiction,20238,umn.319510021329349,1914,The great amulet / by Maud Diver.,The Great Amulet,"Diver, Maud"
Fiction,20243,aeu.ark+=13960=t82j6v47x,1899,Dross by Henry Seton Merriman.,Dross,"Merriman, Henry Seton"
Fiction,20261,nyp.33433043169261,1903,The adventures of Harry Revel / by A. T. Quiller-Couch(q),The Adventures of Harry Revel,"Quiller-Couch, Arthur"
Fiction,20295,uiug.30112042032885,1916,"My new curate; a story gathered from the stray leaves of an old diary, by the Rev. P.A. Sheehan ...",My New Curate,"Sheehan, Patrick Augustine"
Fiction,20305,hvd.hwkn6h,1887,Marion's faith.,Marion's Faith.,"King, Charles"
Fiction,20308,nyp.33433076089220,1912,White ashes / by Kennedy-Noble.,White Ashes,"Kennedy, Sidney R. (Sidney Robinson)"
Fiction,20328,uc2.ark+=13960=t6542s559,1898,Simon Dale. by Anthony Hope [pseud.] ... Illustrated by W. St. John Harper.,Simon Dale,"Hope, Anthony"
Fiction,20330,hvd.hxdi3a,1899,"The black wolf's breed; a story of France in the Old world and the New, happening in the reign of Louis XIV; by Harris Dickson, illustrations by C. M. Relyea.","The Black Wolf's Breed: A Story of France in the Old World and the New, happening in the Reign of Louis XIV","Dickson, Harris"
Fiction,20365,coo1.ark+=13960=t65438n0b,1897,The young mountaineers; short stories by Charles Egbert Craddock [pseud.] with illustrations by Malcolm Fraser.,The Young Mountaineers: Short Stories,"Murfree, Mary Noailles"
Fiction,20367,hvd.hn1qq8,1921,The coming of the King / by Bernie Babcock.,The Coming of the King,"Babcock, Bernie"
Fiction,20399,uc1.$b684887,1896,Kate Carnegie and those ministers / by Ian MacLaren [i.e. J. Watson].,Kate Carnegie and Those Ministers,"Maclaren, Ian"
Fiction,20418,uc2.ark+=13960=t9571hd9j,1900,"Lords of the North, by A.C. Laut.",Lords of the North,"Laut, Agnes C."
Fiction,20424,nyp.33433074846712,1913,A son of the hills / by Harriet T. Comstock.,A Son of the Hills,"Comstock, Harriet T. (Harriet Theresa)"
Fiction,20429,coo1.ark+=13960=t70v91x08,1910,The seventh noon; with illustrations by Edmund Frederick.,The Seventh Noon,"Bartlett, Frederick Orin"
Fiction,20458,hvd.hn1qtl,1917,"The triflers, by Frederick Orin Bartlett; with illustrations by George Ellis Wolfe.",The Triflers,"Bartlett, Frederick Orin"
Fiction,20462,nyp.33433112002476,1869,"Ernest Linwood; or, The inner life of the author. By Mrs. Caroline Lee Hentz.","Ernest Linwood; or, The Inner Life of the Author","Hentz, Caroline Lee"
Fiction,20475,nyp.33433082002894,1874,The two admirals: a tale. Illustrated by F.O.C. Darley.,The Two Admirals,"Cooper, James Fenimore"
Fiction,20485,uc1.31158004719174,1905,The lunatic at large : a novel / by Joseph Storer Clouston ; illustrated by Latimer J. Wilson.,The Lunatic at Large,"Clouston, J. Storer (Joseph Storer)"
Fiction,20487,loc.ark+=13960=t9p27jm6d,1904,"Shakspere : personal recollections,","Shakspere, Personal Recollections","Joyce, John A. (John Alexander)"
Fiction,20494,nyp.33433076049646,1919,The shrieking pit / by Arthur J. Rees.,The Shrieking Pit,"Rees, Arthur J. (Arthur John)"
Fiction,20515,uiug.30112039683351,1915,"The eagle of the empire; a story of Waterloo, by Cyrus Townsend Brady ... illustrated by the Kinneys.",The Eagle of the Empire: A Story of Waterloo,"Brady, Cyrus Townsend"
Fiction,20525,aeu.ark+=13960=t7vm4ph3n,1874,Isabel Leicester a romance / by Maude Alma [i.e. Clotilda Jennings].,Isabel Leicester: A Romance by Maude Alma,"Alma, Maude"
Fiction,20529,nyp.33433115575403,1881,Belles and ringers : a novelette / by Hawley Smart.,Belles and Ringers,"Smart, Hawley"
Fiction,20548,pst.000005989966,1917,The secret of the storm country / by Grace Miller White ... ;  illustrated by Lucius W. Hitchcock.,The Secret of the Storm Country,"White, Grace Miller"
Fiction,20563,nyp.33433076081714,1921,Terry : a tale of the hill people / by Charles Goff Thomson ...,Terry: A Tale of the Hill People,"Thomson, Charles Goff"
Fiction,20569,njp.32101065202168,1907,Dulcibel : a tale of old Salem / by Henry Peterson ; illustrations by Howard Pyle.,Dulcibel: A Tale of Old Salem,"Peterson, Henry"
Fiction,20584,nyp.33433074790993,1914,You should worry says John Henry / by George V. Hobart ; illustrations by Edward Carey.,You Should Worry Says John Henry,"Hobart, George V. (George Vere)"
Fiction,20611,uc2.ark+=13960=t1wd3s79d,1915,Mr. Grex of Monte Carlo / by E. Phillips Oppenheim.,Mr. Grex of Monte Carlo,"Oppenheim, E. Phillips (Edward Phillips)"
Fiction,20612,umn.31951001997237u,1904,Fort Amity.,Fort Amity,"Quiller-Couch, Arthur"
Fiction,20626,uiuo.ark+=13960=t0wq5603x,1911,"Torchy, by Sewell Ford ... illustrations by George Brehm and James Montgomery Flagg.",Torchy,"Ford, Sewell"
Fiction,20627,hvd.hn5mqe,1915,"Torchy, private sec. / by Sewell Ford ; ill. by Foster Lincoln","Torchy, Private Sec.","Ford, Sewell"
Fiction,20630,hvd.32044086882628,1921,"The borough treasurer, by J.S. Fletcher.",The Borough Treasurer,"Fletcher, J. S. (Joseph Smith)"
Fiction,20633,mdp.39015000638414,1922,"Winsome Winnie, and other new nonsense novels, by Stephen Leacock.",Winsome Winnie and other New Nonsense Novels,"Leacock, Stephen"
Fiction,20678,nyp.33433112007210,1899,"The Tory maid; being an account of the adventures of James Frisby of Fairlee, in the county of Kent, on the eastern shore of the state of Maryland, and sometime an officer in the Maryland line of the continental army during the war of the revolution, by Herbert Baird Stimpson ...",The Tory Maid,"Stimpson, Herbert Baird"
Fiction,20695,nyp.33433076069065,1898,"The spirit of Sweetwater, by Hamlin Garland.",The Spirit of Sweetwater,"Garland, Hamlin"
Fiction,20712,nyp.33433076056328,1921,Trail's end / by G.W. Ogden ... ; frontispiece by P.V.E. Ivory.,Trail's End,"Ogden, George W. (George Washington)"
Fiction,20719,nyp.33433076048077,1916,"Under the country sky,",Under the Country Sky,"Richmond, Grace S. (Grace Smith)"
Fiction,20724,hvd.hn1ryw,1867,"The man with the broken ear, translated from the French ... by Henry Holt.",The Man With The Broken Ear,"About, Edmond"
Fiction,20729,mdp.39015073487178,1901,At the point of the bayonet : a tale of the Mahratta War / by G.A. Henty ; with twelve illustrations by Wal Paget.,At the Point of the Bayonet: A Tale of the Mahratta War,"Henty, G. A. (George Alfred)"
Fiction,20749,pst.000065110454,1879,"St. Ronan's well / from the last rev. ed., containing the author's final corrections, notes, etc.",St. Ronan's Well,"Scott, Walter"
Fiction,20754,hvd.32044080930258,1881,"The blunders of a bashful man. By the author of ""A bad boy's diary"" ...",The Blunders of a Bashful Man,"Victor, Metta Victoria Fuller"
Fiction,20756,uiug.30112002685821,1892,Rabbi and priest. A story.,Rabbi and Priest: A Story,"Goldsmith, Milton"
Fiction,20766,hvd.32044080896376,1909,"The autobiography of Methuselah, ed. by John Kendrick Bangs, illustrated in color by F.G. Cooper.",The Autobiography of Methuselah,"Bangs, John Kendrick"
Fiction,20767,hvd.hwpwnv,1828,"The life of Mansie Wauch, tailor in Dalkeith. Written by himself.","The Life of Mansie Wauch: Tailor in Dalkeith, written by himself","Moir, D. M. (David Macbeth)"
Fiction,20791,osu.32435004273298,1899,For love of country : A story of land and sea in the days of the revolution / By Cyrus Townsend Brady .,For Love of Country: A Story of Land and Sea in the Days of the Revolution,"Brady, Cyrus Townsend"
Fiction,20807,uc2.ark+=13960=t3513xh2h,1903,Better dead by J.M. Barrie.,Better Dead,"Barrie, J. M. (James Matthew)"
Fiction,20888,uc1.b3850533,1926,The blood of the conquerors / by Harvey Fergusson.,The Blood of the Conquerors,"Fergusson, Harvey"
Fiction,20901,nyp.33433074847009,1919,In apple-blossom time : a fairy-tale to date / by Clara Louise Burnham ; with illustrations.,In Apple-Blossom Time: A Fairy-Tale to Date,"Burnham, Clara Louise"
Fiction,20911,coo1.ark+=13960=t63496v2t,1907,The rose of old St. Louis. With illustrations by André Castaigne and C. M. Relyea.,The Rose of Old St. Louis,"Dillon, Mary (Mary C. Johnson)"
Fiction,20914,uc2.ark+=13960=t9z034r51,1896,A window in Thrums. By J. M. Barrie.  With illus. by Clifton Johnson.,A Window in Thrums,"Barrie, J. M. (James Matthew)"
Fiction,20918,uiug.30112041382489,1899,Auld licht idylls. By J.M. Barrie ...,Auld Licht Idylls,"Barrie, J. M. (James Matthew)"
Fiction,20979,nyp.33433075873020,1911,"Brother Copas, by Arthur Quiller-Couch (""Q"").",Brother Copas,"Quiller-Couch, Arthur"
Fiction,21005,mdp.39015074366082,1915,Shorty McCabe on the job / Sewell Ford; illus. by F. Vaux Wilson.,Shorty McCabe on the Job,"Ford, Sewell"
Fiction,21055,nyp.33433074939806,1920,"A mating in the wilds, by Ottwell Binns.",A Mating in the Wilds,"Binns, Ottwell"
Fiction,21113,coo1.ark+=13960=t6155505v,1900,Wild Bill's last trail.,Wild Bill's Last Trail,"Buntline, Ned"
Fiction,21116,hvd.hxdl4g,1911,The easiest way : a story of metropolitan life / by Eugene Walter and Arthur Hornblow ; illustrations by Archie Gunn and Joseph Byron.,The Easiest Way: A Story of Metropolitan Life,"Walter, Eugene"
Fiction,21117,nyp.33433075762348,1917,"Betty Trevor, by Mrs. George de Horne Vaizey ... with seven illustrations by E.P. Kinsella.",Betty Trevor,"Vaizey, George de Horne, Mrs."
Fiction,21205,osu.32435014521447,1910,"The gold trail, by Harold Bindloss .",The Gold Trail,"Bindloss, Harold"
Fiction,21219,uc1.b3322396,1916,A voice in the wilderness : a novel ; by Grace Livingston Hill.,A Voice in the Wilderness,"Hill, Grace Livingston"
Fiction,21227,aeu.ark+=13960=t3mw33x8h,1868,"Shenac's work at home a story of Canadian life / by the author of ""Christie Redfern's troubles"" [i.e. Margaret Murray Robertson].",Shenac's Work at Home,"Robertson, Margaret M. (Margaret Murray)"
Fiction,21255,uc1.b3322698,1901,"The eagle's heart, by Hamlin Garland.",The Eagle's Heart,"Garland, Hamlin"
Fiction,21259,osu.32435072634900,1909,The black cross / by Olive M. Briggs ; frontispiece by Sigismond de Ivanowski.,The Black Cross,"Briggs, Olive M. (Olive Mary)"
Fiction,21264,osu.32435018041418,1908,The four-pools mystery.,The Four-Pools Mystery,"Webster, Jean"
Fiction,21321,umn.31951002080399s,1903,"Before the dawn, a story of the fall of Richmond, by Joseph A. Altsheler.",Before the Dawn: A Story of the Fall of Richmond,"Altsheler, Joseph A. (Joseph Alexander)"
Fiction,21331,mdp.39015066059430,1937,The adventures of Hajji Baba of Ispahan / by James Morier ; illustrated by Cyrus Le Roy Baldridge.,The Adventures of Hajji Baba of Ispahan,"Morier, James Justinian"
Fiction,21336,uc2.ark+=13960=t48p5x76c,1897,The skipper's wooing : and The brown man's servant / by W. W. Jacobs.,"The Skipper's Wooing, and The Brown Man's Servant","Jacobs, W. W. (William Wymark)"
Fiction,21345,nyp.33433074876644,1898,A wounded name. By Captain Charles King ...,A Wounded Name,"King, Charles"
Fiction,21389,uc2.ark+=13960=t0ks6mx38,1872,"Ronald Morton; or, The fire-ships, a story of the last naval war.","Ronald Morton; or, the Fire Ships: A Story of the Last Naval War","Kingston, William Henry Giles"
Fiction,21394,hvd.hnp7hn,1912,Priscilla's spies / by G. A. Birmingham [pseud.] ...,Priscilla's Spies,"Birmingham, George A."
Fiction,21457,uiug.30112047668246,1901,"The cruise of the 'Mary Rose', or Here and there in the Pacific, by William H. G. Kingston ... with coloured illustrations by Alfred Pearse.","The Cruise of the Mary Rose; Or, Here and There in the Pacific","Kingston, William Henry Giles"
Fiction,21489,hvd.hwdben,1876,The mysterious island : the secret of the island / by Jules Verne ; translated from the French by W.H.G. Kingston.,The Secret of the Island,"Verne, Jules"
Fiction,21514,uc2.ark+=13960=t4zg6qp1t,1861,Gryll grange / by the author of 'Headlong Hall' ...,Gryll Grange,"Peacock, Thomas Love"
Fiction,21530,umn.31951p00951533i,1922,"The angel of terror, by Edgar Wallace ...",The Angel of Terror,"Wallace, Edgar"
Fiction,21549,uiug.30112048929936,1860,"Jacob Faithful : or, The adventures of a waterman / by Captain Marryat.",Jacob Faithful,"Marryat, Frederick"
Fiction,21550,coo.31924013521475,1869,The king's own.,The King's Own,"Marryat, Frederick"
Fiction,21554,uc2.ark+=13960=t9q244c9x,1863,"Frank Mildmay; or, The naval officer. By Captain Marryat.","Frank Mildmay; Or, the Naval Officer","Marryat, Frederick"
Fiction,21555,nyp.33433074880752,1849,"The mission; or, Scenes in Africa. Written for young people. By Captain Marryat.",The Mission; or Scenes in Africa,"Marryat, Frederick"
Fiction,21556,nyp.33433112153170,1844,"Narrative of the travels and adventures of Monsieur Violet in California, Sonara, and western Texas / written by Capt. Marryat.",Travels and Adventures of Monsieur Violet,"Marryat, Frederick"
Fiction,21572,uc1.b0000339614,1856,Percival Keene / by Capt. Marryat.,Percival Keene,"Marryat, Frederick"
Fiction,21576,hvd.hn1yug,1866,"The privateersman; adventures by sea and land in civil and savage life, one hundred years ago.",The Privateersman,"Marryat, Frederick"
Fiction,21577,uiug.30112039615205,1900,Peter Simple / by Captain Marryat.,Peter Simple,"Marryat, Frederick"
Fiction,21578,njp.32101068170859,1836,"Rattlin the reefer / edited by the author of ""Peter Simple"".",Rattlin the Reefer,"Howard, Edward"
Fiction,21579,nyp.33433074880950,1837,"Snarleyyow; or, The dog fiend. By Captain Marryat ...","Snarleyyow; or, The Dog Fiend","Marryat, Frederick"
